Gene family,Product name,Class,Subclass
tet(O),tetracycline resistance ribosomal protection protein Tet(O),TETRACYCLINE,TETRACYCLINE
tet(O/32/O),tetracycline resistance ribosomal protection mosaic protein Tet(O/32/O),TETRACYCLINE,TETRACYCLINE
tet(O/M/O),tetracycline resistance ribosomal protection mosaic protein Tet(O/M/O),TETRACYCLINE,TETRACYCLINE
tet(O/W),tetracycline resistance ribosomal protection mosaic protein Tet(O/W),TETRACYCLINE,TETRACYCLINE
tet(O/W/32/O),tetracycline resistance ribosomal protection mosaic protein Tet(O/W/32/O),TETRACYCLINE,TETRACYCLINE
tet(O/W/32/O),tetracycline resistance ribosomal protection mosaic protein Tet(O/W/32/O),TETRACYCLINE,TETRACYCLINE
tet(O/W/32/O),tetracycline resistance ribosomal protection mosaic protein Tet(O/W/32/O),TETRACYCLINE,TETRACYCLINE
tet(O/W/O),tetracycline resistance ribosomal protection mosaic protein Tet(O/W/O),TETRACYCLINE,TETRACYCLINE
tet(O/W/O),tetracycline resistance ribosomal protection mosaic protein Tet(O/W/O),TETRACYCLINE,TETRACYCLINE
tet(Q),tetracycline resistance ribosomal protection protein Tet(Q),TETRACYCLINE,TETRACYCLINE
tet(Q),tetracycline resistance ribosomal protection protein Tet(Q),TETRACYCLINE,TETRACYCLINE
tet(Q),tetracycline resistance ribosomal protection protein Tet(Q),TETRACYCLINE,TETRACYCLINE
tet(Q),tetracycline resistance ribosomal protection protein Tet(Q),TETRACYCLINE,TETRACYCLINE
tet(Q),tetracycline resistance ribosomal protection protein Tet(Q),TETRACYCLINE,TETRACYCLINE
tet(S),tetracycline resistance ribosomal protection protein Tet(S),TETRACYCLINE,TETRACYCLINE
tet(S),tetracycline resistance ribosomal protection protein Tet(S),TETRACYCLINE,TETRACYCLINE
tet(S),tetracycline resistance ribosomal protection protein Tet(S),TETRACYCLINE,TETRACYCLINE
tet(T),tetracycline resistance ribosomal protection protein Tet(T),TETRACYCLINE,TETRACYCLINE
tet(T),tetracycline resistance ribosomal protection protein Tet(T),TETRACYCLINE,TETRACYCLINE
tet(V),tetracycline efflux MFS transporter Tet(V),TETRACYCLINE,TETRACYCLINE
tet(W),tetracycline resistance ribosomal protection protein Tet(W),TETRACYCLINE,TETRACYCLINE
tet(W),tetracycline resistance ribosomal protection protein Tet(W),TETRACYCLINE,TETRACYCLINE
tet(W),tetracycline resistance ribosomal protection protein Tet(W),TETRACYCLINE,TETRACYCLINE
tet(W),tetracycline resistance ribosomal protection protein Tet(W),TETRACYCLINE,TETRACYCLINE
tet(W),tetracycline resistance ribosomal protection protein Tet(W),TETRACYCLINE,TETRACYCLINE
tet(W),tetracycline resistance ribosomal protection protein Tet(W),TETRACYCLINE,TETRACYCLINE
tet(W),tetracycline resistance ribosomal protection protein Tet(W),TETRACYCLINE,TETRACYCLINE
tet(W),tetracycline resistance ribosomal protection protein Tet(W),TETRACYCLINE,TETRACYCLINE
tet(W),tetracycline resistance ribosomal protection protein Tet(W),TETRACYCLINE,TETRACYCLINE
tet(W),tetracycline resistance ribosomal protection protein Tet(W),TETRACYCLINE,TETRACYCLINE
tet(W),tetracycline resistance ribosomal protection protein Tet(W),TETRACYCLINE,TETRACYCLINE
tet(W),tetracycline resistance ribosomal protection protein Tet(W),TETRACYCLINE,TETRACYCLINE
tet(W),tetracycline resistance ribosomal protection protein Tet(W),TETRACYCLINE,TETRACYCLINE
tet(W),tetracycline resistance ribosomal protection protein Tet(W),TETRACYCLINE,TETRACYCLINE
tet(W),tetracycline resistance ribosomal protection protein Tet(W),TETRACYCLINE,TETRACYCLINE
tet(W),tetracycline resistance ribosomal protection protein Tet(W),TETRACYCLINE,TETRACYCLINE
tet(W),tetracycline resistance ribosomal protection protein Tet(W),TETRACYCLINE,TETRACYCLINE
tet(W),tetracycline resistance ribosomal protection protein Tet(W),TETRACYCLINE,TETRACYCLINE
tet(W),tetracycline resistance ribosomal protection protein Tet(W),TETRACYCLINE,TETRACYCLINE
tet(W/32/O),tetracycline resistance ribosomal protection mosaic protein Tet(W/32/O),TETRACYCLINE,TETRACYCLINE
tet(W/N/W),tetracycline resistance ribosomal protection mosaic protein Tet(W/N/W),TETRACYCLINE,TETRACYCLINE
tet(W/N/W),tetracycline resistance ribosomal protection mosaic protein Tet(W/N/W),TETRACYCLINE,TETRACYCLINE
tet(X1),tetracycline-inactivating monooxygenase Tet(X1),TETRACYCLINE,TETRACYCLINE
tet(X2),tetracycline-inactivating monooxygenase Tet(X2),TETRACYCLINE,TIGECYCLINE
tet(X2),tetracycline-inactivating monooxygenase Tet(X2),TETRACYCLINE,TIGECYCLINE
tet(X2),tetracycline-inactivating monooxygenase Tet(X2),TETRACYCLINE,TIGECYCLINE
tet(X3),tetracycline-inactivating monooxygenase Tet(X3),TETRACYCLINE,TIGECYCLINE
tet(X3),tetracycline-inactivating monooxygenase Tet(X3),TETRACYCLINE,TIGECYCLINE
tet(X4),tetracycline-inactivating monooxygenase Tet(X4),TETRACYCLINE,TIGECYCLINE
tet(X5),tetracycline-inactivating monooxygenase Tet(X5),TETRACYCLINE,TIGECYCLINE
tet(X5),tetracycline-inactivating monooxygenase Tet(X5),TETRACYCLINE,TIGECYCLINE
tet(Y),tetracycline efflux MFS transporter Tet(Y),TETRACYCLINE,TETRACYCLINE
tet(Y),tetracycline efflux MFS transporter Tet(Y),TETRACYCLINE,TETRACYCLINE
tet(Z),tetracycline efflux MFS transporter Tet(Z),TETRACYCLINE,TETRACYCLINE
tetA(46),tetracycline efflux ABC transporter Tet(46) subunit A,TETRACYCLINE,TETRACYCLINE
tetA(58),tetracycline efflux ABC transporter Tet(58) subunit A,TETRACYCLINE,TETRACYCLINE
tetA(60),tetracycline efflux ABC transporter Tet(60) subunit A,TETRACYCLINE,TETRACYCLINE
tetA(60),tetracycline efflux ABC transporter Tet(60) subunit A,TETRACYCLINE,TETRACYCLINE
tetA(P),tetracycline efflux MFS transporter TetA(P),TETRACYCLINE,TETRACYCLINE
tetA(P),tetracycline efflux MFS transporter TetA(P),TETRACYCLINE,TETRACYCLINE
tetA(P),tetracycline efflux MFS transporter TetA(P),TETRACYCLINE,TETRACYCLINE
tetA,tetracycline efflux ABC transporter TetAB subunit A,TETRACYCLINE,TETRACYCLINE
tetB(46),tetracycline efflux ABC transporter Tet(46) subunit B,TETRACYCLINE,TETRACYCLINE
tetB(58),tetracycline efflux ABC transporter Tet(58) subunit B,TETRACYCLINE,TETRACYCLINE
tetB(60),tetracycline efflux ABC transporter Tet(60) subunit B,TETRACYCLINE,TETRACYCLINE
tetB(60),tetracycline efflux ABC transporter Tet(60) subunit B,TETRACYCLINE,TETRACYCLINE
tetB(P),tetracycline resistance ribosomal protection protein TetB(P),TETRACYCLINE,TETRACYCLINE
tetB,tetracycline efflux ABC transporter TetAB subunit B,TETRACYCLINE,TETRACYCLINE
thfT,reduced folate ECF transporter S component ThfT,SULFONAMIDE,SULFONAMIDE
tir,type III secretion system LEE translocated intimin receptor Tir,,
tir,type III secretion system LEE translocated intimin receptor Tir,,
tir,type III secretion system LEE translocated intimin receptor Tir,,
tir,type III secretion system LEE translocated intimin receptor Tir,,
tir,type III secretion system LEE translocated intimin receptor Tir,,
tir,type III secretion system LEE translocated intimin receptor Tir,,
tir,type III secretion system LEE translocated intimin receptor Tir,,
tir,type III secretion system LEE translocated intimin receptor Tir,,
tir,type III secretion system LEE translocated intimin receptor Tir,,
tir,type III secretion system LEE translocated intimin receptor Tir,,
tir,type III secretion system LEE translocated intimin receptor Tir,,
tir,type III secretion system LEE translocated intimin receptor Tir,,
tir,type III secretion system LEE translocated intimin receptor Tir,,
tir,type III secretion system LEE translocated intimin receptor Tir,,
tir,type III secretion system LEE translocated intimin receptor Tir,,
tir,type III secretion system LEE translocated intimin receptor Tir,,
tir,type III secretion system LEE translocated intimin receptor Tir,,
tir,type III secretion system LEE translocated intimin receptor Tir,,
tir,type III secretion system LEE translocated intimin receptor Tir,,
tir,type III secretion system LEE translocated intimin receptor Tir,,
tir,type III secretion system LEE translocated intimin receptor Tir,,
tir,type III secretion system LEE translocated intimin receptor Tir,,
tir,type III secretion system LEE translocated intimin receptor Tir,,
tir,type III secretion system LEE translocated intimin receptor Tir,,
tir,type III secretion system LEE translocated intimin receptor Tir,,
tir,type III secretion system LEE translocated intimin receptor Tir,,
tir,type III secretion system LEE translocated intimin receptor Tir,,
tir,type III secretion system LEE translocated intimin receptor Tir,,
tir,type III secretion system LEE translocated intimin receptor Tir,,
tir,type III secretion system LEE translocated intimin receptor Tir,,
tir,type III secretion system LEE translocated intimin receptor Tir,,
tlmB,bleomycin family antibiotic N-acetyltransferase TlmB,BLEOMYCIN,BLEOMYCIN
tlr(C),ABC-F type ribosomal protection protein Tlr(C),MACROLIDE,TYLOSIN
toxB,toxin B,,
toxB,toxin B,,
toxB,toxin B,,
toxB,toxin B,,
tox,diphtheria toxin Tox,,
tpeL,glycosylating toxin TpeL,,
trh1,TDH-related hemolysin TRH1,,
trh2,TDH-related hemolysin TRH2,,
trxLHR,heat resistance system thioredoxin Trx-GI,,
tsh,temperature-sensitive protease autotransporter hemagglutinin Tsh,,
tsh,temperature-sensitive protease autotransporter hemagglutinin Tsh,,
tsh,temperature-sensitive protease autotransporter hemagglutinin Tsh,,
tsnR,23S rRNA (adenine(1067)-N)-methyltransferase TsnR,THIOSTREPTON,THIOSTREPTON
tst,toxic shock syndrome toxin TSST-1,,
ttgA,toluene efflux RND transporter periplasmic adaptor subunit TtgA,EFFLUX,EFFLUX
ttgA,toluene efflux RND transporter periplasmic adaptor subunit TtgA,EFFLUX,EFFLUX
ttgB,multidrug efflux RND transporter permease subunit TtgB,EFFLUX,EFFLUX
ttgB,multidrug efflux RND transporter permease subunit TtgB,EFFLUX,EFFLUX
ttgD,toluene efflux RND transporter periplasmic adaptor subunit TtgD,EFFLUX,EFFLUX
ttgE,multidrug efflux RND transporter permease subunit TtgE,EFFLUX,EFFLUX
ttgI,solvent efflux RND transporter outer membrane subunit SrpC,EFFLUX,EFFLUX
ttgR,efflux transport transcriptional regulator TtgR,EFFLUX,EFFLUX
ttgT,efflux transport transcriptional regulator TtgT,EFFLUX,EFFLUX
tva(A),ABC-F type ribosomal protection protein Tva(A),PLEUROMUTILIN,TIAMULIN
tva(B),ABC-F type ribosomal protection protein Tva(B),PLEUROMUTILIN,TIAMULIN
vactox,vacuolating autotransporter toxin Vat,,
vactox,vacuolating autotransporter toxin Vat,,
vactox,vacuolating autotransporter toxin Vat,,
vactox,vacuolating autotransporter toxin Vat,,
vanA-Ao2,D-alanine--(R)-lactate ligase VanA-Ao2,GLYCOPEPTIDE,VANCOMYCIN
vanA-Pa,D-alanine--(R)-lactate ligase VanA-Pa,GLYCOPEPTIDE,VANCOMYCIN
vanA-Pt2,D-alanine--(R)-lactate ligase VanA-Pt2,GLYCOPEPTIDE,VANCOMYCIN
vanA-Pt,D-alanine--(R)-lactate ligase VanA-Pt,GLYCOPEPTIDE,VANCOMYCIN
vanA-Sc,D-alanine--(R)-lactate ligase VanA-Sc,GLYCOPEPTIDE,VANCOMYCIN
vanA,D-alanine--(R)-lactate ligase VanA,GLYCOPEPTIDE,VANCOMYCIN
vanA,D-alanine--(R)-lactate ligase VanA,GLYCOPEPTIDE,VANCOMYCIN
vanA,D-alanine--(R)-lactate ligase VanA,GLYCOPEPTIDE,VANCOMYCIN
vanB,D-alanine--(R)-lactate ligase VanB,GLYCOPEPTIDE,VANCOMYCIN
vanB,D-alanine--(R)-lactate ligase VanB,GLYCOPEPTIDE,VANCOMYCIN
vanB,D-alanine--(R)-lactate ligase VanB,GLYCOPEPTIDE,VANCOMYCIN
vanB,D-alanine--(R)-lactate ligase VanB,GLYCOPEPTIDE,VANCOMYCIN
vanB,D-alanine--(R)-lactate ligase VanB,GLYCOPEPTIDE,VANCOMYCIN
vanB,D-alanine--(R)-lactate ligase VanB,GLYCOPEPTIDE,VANCOMYCIN
vanB,D-alanine--(R)-lactate ligase VanB,GLYCOPEPTIDE,VANCOMYCIN
vanB,D-alanine--(R)-lactate ligase VanB,GLYCOPEPTIDE,VANCOMYCIN
vanB,D-alanine--(R)-lactate ligase VanB,GLYCOPEPTIDE,VANCOMYCIN
vanB,D-alanine--(R)-lactate ligase VanB,GLYCOPEPTIDE,VANCOMYCIN
vanB,D-alanine--(R)-lactate ligase VanB,GLYCOPEPTIDE,VANCOMYCIN
vanB,D-alanine--(R)-lactate ligase VanB,GLYCOPEPTIDE,VANCOMYCIN
vanC1,D-alanine--D-serine ligase VanC1,GLYCOPEPTIDE,VANCOMYCIN
vanC1,D-alanine--D-serine ligase VanC1,GLYCOPEPTIDE,VANCOMYCIN
vanC1,D-alanine--D-serine ligase VanC1,GLYCOPEPTIDE,VANCOMYCIN
vanC1,D-alanine--D-serine ligase VanC1,GLYCOPEPTIDE,VANCOMYCIN
vanC1,D-alanine--D-serine ligase VanC1,GLYCOPEPTIDE,VANCOMYCIN
vanC1,D-alanine--D-serine ligase VanC1,GLYCOPEPTIDE,VANCOMYCIN
vanC,D-alanine--D-serine ligase VanC2/3,GLYCOPEPTIDE,VANCOMYCIN
vanC,D-alanine--D-serine ligase VanC2/3,GLYCOPEPTIDE,VANCOMYCIN
vanC,D-alanine--D-serine ligase VanC2/3,GLYCOPEPTIDE,VANCOMYCIN
vanC,D-alanine--D-serine ligase VanC2/3,GLYCOPEPTIDE,VANCOMYCIN
vanC,D-alanine--D-serine ligase VanC2/3,GLYCOPEPTIDE,VANCOMYCIN
vanC,D-alanine--D-serine ligase VanC2/3,GLYCOPEPTIDE,VANCOMYCIN
vanC,D-alanine--D-serine ligase VanC2/3,GLYCOPEPTIDE,VANCOMYCIN
vanC,D-alanine--D-serine ligase VanC2/3,GLYCOPEPTIDE,VANCOMYCIN
vanC,D-alanine--D-serine ligase VanC2/3,GLYCOPEPTIDE,VANCOMYCIN
vanD,D-alanine--(R)-lactate ligase VanD,GLYCOPEPTIDE,VANCOMYCIN
vanD,D-alanine--(R)-lactate ligase VanD,GLYCOPEPTIDE,VANCOMYCIN
vanD,D-alanine--(R)-lactate ligase VanD,GLYCOPEPTIDE,VANCOMYCIN
vanD,D-alanine--(R)-lactate ligase VanD,GLYCOPEPTIDE,VANCOMYCIN
vanD,D-alanine--(R)-lactate ligase VanD,GLYCOPEPTIDE,VANCOMYCIN
vanD,D-alanine--(R)-lactate ligase VanD,GLYCOPEPTIDE,VANCOMYCIN
vanD,D-alanine--(R)-lactate ligase VanD,GLYCOPEPTIDE,VANCOMYCIN
vanD,D-alanine--(R)-lactate ligase VanD,GLYCOPEPTIDE,VANCOMYCIN
vanE,D-alanine--D-serine ligase VanE,GLYCOPEPTIDE,VANCOMYCIN
vanF,D-alanine--(R)-lactate ligase VanF,GLYCOPEPTIDE,VANCOMYCIN
vanG,D-alanine--D-serine ligase VanG,GLYCOPEPTIDE,VANCOMYCIN
vanG,D-alanine--D-serine ligase VanG,GLYCOPEPTIDE,VANCOMYCIN
vanG,D-alanine--D-serine ligase VanG2,GLYCOPEPTIDE,VANCOMYCIN
vanG,D-alanine--D-serine ligase VanG-Cd,GLYCOPEPTIDE,VANCOMYCIN
vanH-A,D-lactate dehydrogenase VanH-A,GLYCOPEPTIDE,VANCOMYCIN
vanH-A,D-lactate dehydrogenase VanH-A,GLYCOPEPTIDE,VANCOMYCIN
vanH-Ac1,D-lactate dehydrogenase VanH-Ac1,GLYCOPEPTIDE,VANCOMYCIN
vanH-Ao1,D-lactate dehydrogenase VanH-Ao1,GLYCOPEPTIDE,VANCOMYCIN
vanH-Ao2,D-lactate dehydrogenase VanH-Ao2,GLYCOPEPTIDE,VANCOMYCIN
vanH-B,D-lactate dehydrogenase VanH-B,GLYCOPEPTIDE,VANCOMYCIN
vanH-B,D-lactate dehydrogenase VanH-B,GLYCOPEPTIDE,VANCOMYCIN
vanH-B,D-lactate dehydrogenase VanH-B,GLYCOPEPTIDE,VANCOMYCIN
vanH-B,D-lactate dehydrogenase VanH-B,GLYCOPEPTIDE,VANCOMYCIN
vanH-B,D-lactate dehydrogenase VanH-B,GLYCOPEPTIDE,VANCOMYCIN
vanH-D,D-lactate dehydrogenase VanH-D,GLYCOPEPTIDE,VANCOMYCIN
vanH-D,D-lactate dehydrogenase VanH-D,GLYCOPEPTIDE,VANCOMYCIN
vanH-D,D-lactate dehydrogenase VanH-D,GLYCOPEPTIDE,VANCOMYCIN
vanH-D,D-lactate dehydrogenase VanH-D,GLYCOPEPTIDE,VANCOMYCIN
vanH-D,D-lactate dehydrogenase VanH-D,GLYCOPEPTIDE,VANCOMYCIN
vanH-D,D-lactate dehydrogenase VanH-D,GLYCOPEPTIDE,VANCOMYCIN
vanH-D,D-lactate dehydrogenase VanH-D,GLYCOPEPTIDE,VANCOMYCIN
vanH-F,D-lactate dehydrogenase VanH-F,GLYCOPEPTIDE,VANCOMYCIN
vanH-M,D-lactate dehydrogenase VanH-M,GLYCOPEPTIDE,VANCOMYCIN
vanH-O,D-lactate dehydrogenase VanH-O,GLYCOPEPTIDE,VANCOMYCIN
vanH-P,D-lactate dehydrogenase VanH-P,GLYCOPEPTIDE,VANCOMYCIN
vanH-Pt2,D-lactate dehydrogenase VanH-Pt2,GLYCOPEPTIDE,VANCOMYCIN
vanH-Pt,D-lactate dehydrogenase VanH-Pt,GLYCOPEPTIDE,VANCOMYCIN
vanH-Sc,D-lactate dehydrogenase VanH-Sc,GLYCOPEPTIDE,VANCOMYCIN
vanH,D-lactate dehydrogenase VanH,GLYCOPEPTIDE,VANCOMYCIN
vanI,D-alanine--(R)-lactate ligase VanI,GLYCOPEPTIDE,VANCOMYCIN
vanI,D-alanine--(R)-lactate ligase VanI,GLYCOPEPTIDE,VANCOMYCIN
vanI,D-alanine--(R)-lactate ligase VanI,GLYCOPEPTIDE,VANCOMYCIN
vanI,D-alanine--(R)-lactate ligase VanI,GLYCOPEPTIDE,VANCOMYCIN
vanJ,teicoplanin resistance protein VanJ,GLYCOPEPTIDE,VANCOMYCIN
vanK-I,peptidoglycan bridge formation peptidyltransferase VanK-I,GLYCOPEPTIDE,VANCOMYCIN
vanK-Sc,peptidoglycan bridge formation peptidyltransferase VanK-Sc,GLYCOPEPTIDE,VANCOMYCIN
vanL,D-alanine--D-serine ligase VanL,GLYCOPEPTIDE,VANCOMYCIN
vanM,D-alanine--(R)-lactate ligase VanM,GLYCOPEPTIDE,VANCOMYCIN
vanN,D-alanine--D-serine ligase VanN,GLYCOPEPTIDE,VANCOMYCIN
vanO,D-alanine--(R)-lactate ligase VanO,GLYCOPEPTIDE,VANCOMYCIN
vanP,putative D-alanine--(R)-lactate ligase VanP,GLYCOPEPTIDE,VANCOMYCIN
vanR-A,vancomycin resistance response regulator transcription factor VanR-A,GLYCOPEPTIDE,VANCOMYCIN
vanR-A,vancomycin resistance response regulator transcription factor VanR-A,GLYCOPEPTIDE,VANCOMYCIN
vanR-A,vancomycin resistance response regulator transcription factor VanR-A,GLYCOPEPTIDE,VANCOMYCIN
vanR-A,vancomycin resistance response regulator transcription factor VanR-A,GLYCOPEPTIDE,VANCOMYCIN
vanR-B,vancomycin resistance response regulator transcription factor VanR-B,GLYCOPEPTIDE,VANCOMYCIN
vanR-B,vancomycin resistance response regulator transcription factor VanR-B,GLYCOPEPTIDE,VANCOMYCIN
vanR-B,vancomycin resistance response regulator transcription factor VanR-B,GLYCOPEPTIDE,VANCOMYCIN
vanR-B,vancomycin resistance response regulator transcription factor VanR-B,GLYCOPEPTIDE,VANCOMYCIN
vanR-B,vancomycin resistance response regulator transcription factor VanR-B,GLYCOPEPTIDE,VANCOMYCIN
vanR-C,vancomycin resistance response regulator transcription factor VanR-C,GLYCOPEPTIDE,VANCOMYCIN
vanR-C,vancomycin resistance response regulator transcription factor VanR-C,GLYCOPEPTIDE,VANCOMYCIN
vanR-C,vancomycin resistance response regulator transcription factor VanR-C,GLYCOPEPTIDE,VANCOMYCIN
vanR-C,vancomycin resistance response regulator transcription factor VanR-C,GLYCOPEPTIDE,VANCOMYCIN
vanR-Cd,vancomycin resistance response regulator transcription factor VanR-G-Cd,GLYCOPEPTIDE,VANCOMYCIN
vanR-D,vancomycin resistance response regulator transcription factor VanR-D,GLYCOPEPTIDE,VANCOMYCIN
vanR-D,vancomycin resistance response regulator transcription factor VanR-D,GLYCOPEPTIDE,VANCOMYCIN
vanR-D,vancomycin resistance response regulator transcription factor VanR-D,GLYCOPEPTIDE,VANCOMYCIN
vanR-D,vancomycin resistance response regulator transcription factor VanR-D,GLYCOPEPTIDE,VANCOMYCIN
vanR-D,vancomycin resistance response regulator transcription factor VanR-D,GLYCOPEPTIDE,VANCOMYCIN
vanR-D,vancomycin resistance response regulator transcription factor VanR-D,GLYCOPEPTIDE,VANCOMYCIN
vanR-E,vancomycin resistance response regulator transcription factor VanR-E,GLYCOPEPTIDE,VANCOMYCIN
vanR-F,vancomycin resistance response regulator transcription factor VanR-F,GLYCOPEPTIDE,VANCOMYCIN
vanR-G,vancomycin resistance response regulator transcription factor VanR-G,GLYCOPEPTIDE,VANCOMYCIN
vanR-I,vancomycin resistance response regulator transcription factor VanR-I,GLYCOPEPTIDE,VANCOMYCIN
vanR-L,vancomycin resistance response regulator transcription factor VanR-L,GLYCOPEPTIDE,VANCOMYCIN
vanR-M,vancomycin resistance response regulator transcription factor VanR-M,GLYCOPEPTIDE,VANCOMYCIN
vanR-N,vancomycin resistance response regulator transcription factor VanR-N,GLYCOPEPTIDE,VANCOMYCIN
vanR-O,vancomycin resistance response regulator transcription factor VanR-O,GLYCOPEPTIDE,VANCOMYCIN
vanR-P,vancomycin resistance response regulator transcription factor VanR-P,GLYCOPEPTIDE,VANCOMYCIN
vanR-Sc,vancomycin resistance response regulator transcription factor VanR-Sc,GLYCOPEPTIDE,VANCOMYCIN
vanS-A,vancomycin resistance histidine kinase VanS-A,GLYCOPEPTIDE,VANCOMYCIN
vanS-A,vancomycin resistance histidine kinase VanS-A,GLYCOPEPTIDE,VANCOMYCIN
vanS-B,vancomycin resistance histidine kinase VanS-B,GLYCOPEPTIDE,VANCOMYCIN
vanS-B,vancomycin resistance histidine kinase VanS-B,GLYCOPEPTIDE,VANCOMYCIN
vanS-B,vancomycin resistance histidine kinase VanS-B,GLYCOPEPTIDE,VANCOMYCIN
vanS-B,vancomycin resistance histidine kinase VanS-B,GLYCOPEPTIDE,VANCOMYCIN
vanS-B,vancomycin resistance histidine kinase VanS-B,GLYCOPEPTIDE,VANCOMYCIN
vanS-C,vancomycin resistance histidine kinase VanS-C,GLYCOPEPTIDE,VANCOMYCIN
vanS-C,vancomycin resistance histidine kinase VanS-C,GLYCOPEPTIDE,VANCOMYCIN
vanS-C,vancomycin resistance histidine kinase VanS-C,GLYCOPEPTIDE,VANCOMYCIN
vanS-Cd,VanG-Cd-type vancomycin resistance histidine kinase VanS,GLYCOPEPTIDE,VANCOMYCIN
vanS-D,vancomycin resistance histidine kinase VanS-D,GLYCOPEPTIDE,VANCOMYCIN
vanS-D,vancomycin resistance histidine kinase VanS-D,GLYCOPEPTIDE,VANCOMYCIN
vanS-D,vancomycin resistance histidine kinase VanS-D,GLYCOPEPTIDE,VANCOMYCIN
vanS-D,vancomycin resistance histidine kinase VanS-D,GLYCOPEPTIDE,VANCOMYCIN
vanS-D,vancomycin resistance histidine kinase VanS-D,GLYCOPEPTIDE,VANCOMYCIN
vanS-E,vancomycin resistance histidine kinase VanS-E,GLYCOPEPTIDE,VANCOMYCIN
vanS-F,vancomycin resistance histidine kinase VanS-F,GLYCOPEPTIDE,VANCOMYCIN
vanS-G,vancomycin resistance histidine kinase VanS-G,GLYCOPEPTIDE,VANCOMYCIN
vanS-G,vancomycin resistance histidine kinase VanS-G,GLYCOPEPTIDE,VANCOMYCIN
vanS-I,vancomycin resistance histidine kinase VanS-I,GLYCOPEPTIDE,VANCOMYCIN
vanS-L,vancomycin resistance histidine kinase VanS-L,GLYCOPEPTIDE,VANCOMYCIN
vanS-M,vancomycin resistance histidine kinase VanS-M,GLYCOPEPTIDE,VANCOMYCIN
vanS-N,vancomycin resistance histidine kinase VanS-N,GLYCOPEPTIDE,VANCOMYCIN
vanS-O,vancomycin resistance histidine kinase VanS-O,GLYCOPEPTIDE,VANCOMYCIN
vanS-P,vancomycin resistance histidine kinase VanS-P,GLYCOPEPTIDE,VANCOMYCIN
vanS-Pt2,vancomycin resistance histidine kinase VanS-Pt2,GLYCOPEPTIDE,VANCOMYCIN
vanS-Pt,vancomycin resistance histidine kinase VanS-Pt,GLYCOPEPTIDE,VANCOMYCIN
vanS-Pt,vancomycin resistance histidine kinase VanS-Pt,GLYCOPEPTIDE,VANCOMYCIN
vanS-Sc,vancomycin resistance histidine kinase VanS-Sc,GLYCOPEPTIDE,VANCOMYCIN
vanT-C,membrane-bound serine racemase VanT-C,GLYCOPEPTIDE,VANCOMYCIN
vanT-C,membrane-bound serine racemase VanT-C,GLYCOPEPTIDE,VANCOMYCIN
vanT-C,membrane-bound serine racemase VanT-C,GLYCOPEPTIDE,VANCOMYCIN
vanT-C,membrane-bound serine racemase VanT-C,GLYCOPEPTIDE,VANCOMYCIN
vanT-Cd,membrane-bound serine racemase VanT-Cd,GLYCOPEPTIDE,VANCOMYCIN
vanT-E,membrane-bound serine racemase VanT-E,GLYCOPEPTIDE,VANCOMYCIN
vanT-G,membrane-bound serine racemase VanT-G,GLYCOPEPTIDE,VANCOMYCIN
vanT-G,membrane-bound serine racemase VanT-G,GLYCOPEPTIDE,VANCOMYCIN
vanT-N,membrane-bound serine racemase VanT-N,GLYCOPEPTIDE,VANCOMYCIN
vanTc,membrane-bound serine racemase VanT,GLYCOPEPTIDE,VANCOMYCIN
vanTc,membrane-bound serine racemase VanT,GLYCOPEPTIDE,VANCOMYCIN
vanTm,serine racemase VanT-L membrane subunit,GLYCOPEPTIDE,VANCOMYCIN
vanTr,serine racemase VanT-L catalytic subunit,GLYCOPEPTIDE,VANCOMYCIN
vanU-G,glycopeptide resistance transcriptional regulator VanU-G,GLYCOPEPTIDE,VANCOMYCIN
vanW-B,glycopeptide resistance accessory protein VanW-B,GLYCOPEPTIDE,VANCOMYCIN
vanW-B,glycopeptide resistance accessory protein VanW-B,GLYCOPEPTIDE,VANCOMYCIN
vanW-B,glycopeptide resistance accessory protein VanW-B,GLYCOPEPTIDE,VANCOMYCIN
vanW-B,glycopeptide resistance accessory protein VanW-B,GLYCOPEPTIDE,VANCOMYCIN
vanW-B,glycopeptide resistance accessory protein VanW-B,GLYCOPEPTIDE,VANCOMYCIN
vanW-B,glycopeptide resistance accessory protein VanW-B,GLYCOPEPTIDE,VANCOMYCIN
vanW-G,glycopeptide resistance accessory protein VanW-G,GLYCOPEPTIDE,VANCOMYCIN
vanW-G,glycopeptide resistance accessory protein VanW-G,GLYCOPEPTIDE,VANCOMYCIN
vanW-I,glycopeptide resistance accessory protein VanW-I,GLYCOPEPTIDE,VANCOMYCIN
vanW-Pt,glycopeptide resistance accessory protein VanW-Pt,GLYCOPEPTIDE,VANCOMYCIN
vanX-A,D-Ala-D-Ala dipeptidase VanX-A,GLYCOPEPTIDE,VANCOMYCIN
vanX-A,D-Ala-D-Ala dipeptidase VanX-A,GLYCOPEPTIDE,VANCOMYCIN
vanX-A,D-Ala-D-Ala dipeptidase VanX-A,GLYCOPEPTIDE,VANCOMYCIN
vanX-Ac1,D-Ala-D-Ala dipeptidase VanX-Ac1,GLYCOPEPTIDE,VANCOMYCIN
vanX-Ao1,D-Ala-D-Ala dipeptidase VanX-Ao1,GLYCOPEPTIDE,VANCOMYCIN
vanX-Ao2,D-Ala-D-Ala dipeptidase VanX-Ao2,GLYCOPEPTIDE,VANCOMYCIN
