BioSample	Isolate	Organism group	amikacin	amoxicillin	amoxicillin-clavulanic acid	amphotericin B	ampicillin	ampicillin-sulbactam	anidulafungin	apramycin	avilamycin	azithromycin	aztreonam	benzylpenicillin	capreomycin	carbenicillin	caspofungin	cefaclor	cefalexin	cefalotin	cefamandole	cefazolin	cefepime	cefiderocol	cefixime	cefmetazole	cefotaxime	cefotaxime-clavulanic acid	cefotetan	cefovecin	cefoxitin	cefpodoxime	ceftaroline	ceftazidime	ceftazidime-avibactam	ceftazidime-clavulanic acid	ceftiofur	ceftolozane-tazobactam	ceftriaxone	cefuroxime	cephalexin	cephalothin	chloramphenicol	chlortetracycline	ciprofloxacin	clarithromycin	clindamycin	colistin	cycloserine	danofloxacin	daptomycin	delafloxacin	dicloxacillin	doripenem	doxycycline	enrofloxacin	ertapenem	erythromycin	ethambutol	ethionamide	fidaxomicin	florfenicol	fluconazole	flucytosine	fosfomycin	fusidic acid	gentamicin	imipenem	imipenem-relebactam	isavuconazole	isoniazid	itraconazole	kanamycin	levofloxacin	linezolid	meropenem	meropenem-vaborbactam	metronidazole	micafungin	minocycline	moxifloxacin	mupirocin	nalidixic acid	neomycin	netilmicin	nitrofurantoin	norfloxacin	ofloxacin	oxacillin	oxytetracycline	pefloxacin	penicillin	piperacillin	piperacillin-tazobactam	polymyxin B	posaconazole	pyrazinamide	quinupristin	quinupristin-dalfopristin	rifampin	spectinomycin	streptomycin	sulfamethoxazole	sulfisoxazole	synercid	teicoplanin	telithromycin	tetracycline	ticarcillin	tigecycline	tobramycin	trimethoprim	trimethoprim-sulfamethoxazole	vancomycin	voriconazole	zoliflodacin
SAMN04901662	PDT000152716.2	Pseudomonas aeruginosa	susceptible	NA	NA	NA	NA	NA	NA	NA	NA	NA	susceptible	NA	NA	NA	NA	NA	NA	NA	NA	NA	susceptible	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	susceptible	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	NA	NA	susceptible	NA	NA	NA	NA	NA	susceptible	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	resistant	NA	NA	NA	NA	NA	resistant	NA	susceptible	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	susceptible	susceptible	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAMN04901663	PDT000152723.2	Acinetobacter baumannii	resistant	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	resistant	NA	NA	susceptible	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	resistant	NA	NA	NA	NA	NA	resistant	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAMN04901664	PDT000152724.2	Acinetobacter baumannii	susceptible	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	resistant	NA	NA	susceptible	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	resistant	NA	NA	NA	NA	NA	resistant	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAMN04901665	PDT000598281.1	Acinetobacter baumannii	resistant	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	resistant	NA	NA	susceptible	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	resistant	NA	NA	NA	NA	NA	resistant	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAMN04901666	PDT000295388.1	Acinetobacter baumannii	intermediate	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	resistant	NA	NA	susceptible	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	susceptible	NA	NA	NA	NA	NA	resistant	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAMN04901667	PDT000152757.2	Acinetobacter baumannii	susceptible	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	resistant	NA	NA	susceptible	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	resistant	NA	NA	NA	NA	NA	resistant	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAMN04901668	PDT000152759.2	Acinetobacter baumannii	resistant	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	resistant	NA	NA	susceptible	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	resistant	NA	NA	NA	NA	NA	resistant	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAMN04901669	PDT000152760.2	Acinetobacter baumannii	resistant	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	resistant	NA	NA	susceptible	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	resistant	NA	NA	NA	NA	NA	resistant	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAMN04901670	PDT000152761.2	Acinetobacter baumannii	susceptible	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	resistant	NA	NA	susceptible	NA	NA	NA	NA	NA	susceptible	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	susceptible	NA	NA	NA	NA	NA	resistant	NA	susceptible	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAMN04901671	PDT000152762.2	Acinetobacter baumannii	susceptible	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	intermediate	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	resistant	NA	NA	susceptible	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	resistant	NA	NA	NA	NA	NA	resistant	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAMN04901672	PDT000152763.2	Acinetobacter baumannii	resistant	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	resistant	NA	NA	susceptible	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	resistant	NA	NA	NA	NA	NA	resistant	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAMN04901673	PDT000152725.2	Acinetobacter baumannii	resistant	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	resistant	NA	NA	susceptible	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	resistant	NA	NA	NA	NA	NA	resistant	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAMN04901674	PDT000152726.2	Acinetobacter baumannii	resistant	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	resistant	NA	NA	susceptible	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	resistant	NA	NA	NA	NA	NA	resistant	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAMN04901675	PDT000152727.2	Acinetobacter baumannii	intermediate	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	resistant	NA	NA	susceptible	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	resistant	NA	NA	NA	NA	NA	resistant	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAMN04901676	PDT000152728.2	Acinetobacter baumannii	resistant	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	resistant	NA	NA	susceptible	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	resistant	NA	NA	NA	NA	NA	resistant	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAMN04901677	PDT000152729.2	Acinetobacter baumannii	intermediate	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	resistant	NA	NA	susceptible	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	susceptible	resistant	NA	NA	NA	NA	NA	resistant	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAMN04901678	PDT000152730.2	Acinetobacter baumannii	resistant	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	resistant	NA	NA	resistant	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	resistant	NA	NA	NA	NA	NA	resistant	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAMN04901679	PDT000152731.2	Acinetobacter baumannii	intermediate	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	resistant	NA	NA	susceptible	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	resistant	NA	NA	NA	NA	NA	resistant	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAMN04901680	PDT000152732.2	Acinetobacter baumannii	resistant	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	resistant	NA	NA	susceptible	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	resistant	NA	NA	NA	NA	NA	resistant	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAMN04901681	PDT000152733.2	Acinetobacter baumannii	resistant	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	resistant	NA	NA	susceptible	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	resistant	NA	NA	NA	NA	NA	resistant	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAMN04901685	PDT000152738.2	Acinetobacter baumannii	susceptible	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	resistant	NA	NA	susceptible	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	susceptible	resistant	NA	NA	NA	NA	NA	resistant	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAMN04901686	PDT000152739.2	Acinetobacter baumannii	resistant	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	resistant	NA	NA	susceptible	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	resistant	NA	NA	NA	NA	NA	resistant	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAMN04901687	PDT000152740.2	Acinetobacter baumannii	intermediate	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	resistant	NA	NA	susceptible	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	resistant	NA	NA	NA	NA	NA	resistant	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAMN04901688	PDT000152741.2	Acinetobacter baumannii	resistant	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	resistant	NA	NA	susceptible	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	resistant	NA	NA	NA	NA	NA	resistant	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAMN04901689	PDT000152742.2	Acinetobacter baumannii	resistant	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	resistant	NA	NA	susceptible	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	resistant	NA	NA	NA	NA	NA	resistant	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAMN04901690	PDT000152743.2	Acinetobacter baumannii	resistant	NA	NA	NA	NA	susceptible	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	intermediate	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	resistant	NA	NA	susceptible	NA	NA	NA	NA	NA	susceptible	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	susceptible	NA	NA	NA	NA	NA	resistant	NA	susceptible	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAMN04901691	PDT000152744.2	Acinetobacter baumannii	resistant	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	resistant	NA	NA	susceptible	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	resistant	NA	NA	NA	NA	NA	resistant	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAMN04901692	PDT000152745.2	Acinetobacter baumannii	resistant	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	resistant	NA	NA	susceptible	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	resistant	NA	NA	NA	NA	NA	resistant	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAMN04901693	PDT000152747.2	Acinetobacter baumannii	resistant	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	resistant	NA	NA	resistant	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	resistant	NA	NA	NA	NA	NA	resistant	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAMN04901694	PDT000152748.2	Acinetobacter baumannii	intermediate	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	resistant	NA	NA	resistant	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	resistant	NA	NA	NA	NA	NA	resistant	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAMN04901695	PDT000152749.2	Acinetobacter baumannii	intermediate	NA	NA	NA	NA	intermediate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	resistant	NA	NA	susceptible	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	resistant	NA	NA	NA	NA	NA	resistant	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAMN04901696	PDT000152750.2	Acinetobacter baumannii	resistant	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	resistant	NA	NA	susceptible	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	resistant	NA	NA	NA	NA	NA	resistant	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAMN04901697	PDT000152751.2	Acinetobacter baumannii	resistant	NA	NA	NA	NA	intermediate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	resistant	NA	NA	resistant	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	resistant	NA	NA	NA	NA	NA	resistant	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAMN04901698	PDT000152752.2	Acinetobacter baumannii	resistant	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	resistant	NA	NA	resistant	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	resistant	NA	NA	NA	NA	NA	resistant	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
